"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSEMBL"
1322.88659911429,-4.44933528782615,0.380824467960351,-11.6834280939359,1.54919085907237e-31,1.00534740799502e-28,"ENSG00000173432"
227.843875562672,3.39222009879915,0.290932357093056,11.6598240659568,2.04464431178852e-31,1.29450919622942e-28,"ENSG00000162849"
433.053779556834,4.84538123272712,0.416247096357717,11.6406367158489,2.56096572497545e-31,1.58279876878364e-28,"ENSG00000172061"
112.221440611559,-2.94984656742014,0.25416628270423,-11.6059712406969,3.8429933914965e-31,2.31991680131317e-28,"ENSG00000254100"
254.073809736597,-4.26531711008133,0.36821801404475,-11.5836731159029,4.98627877455989e-31,2.94167782795513e-28,"ENSG00000160307"
917.116330646204,-2.17182029215899,0.188038103444819,-11.5498946882132,7.39109471406419e-31,4.22773318827886e-28,"ENSG00000138640"
1145.79167473101,-4.50200616224479,0.389826950058658,-11.5487299212314,7.49193800218922e-31,4.22773318827886e-28,"ENSG00000187288"
320.783977051917,-3.66236360567666,0.317349667680155,-11.5404677510733,8.24755065419718e-31,4.55510467833299e-28,"ENSG00000234536"
596.972981541367,-4.39794238173027,0.381311170069052,-11.5337360322643,8.91875016739116e-31,4.82318576760708e-28,"ENSG00000151632"
222.167041603462,-2.11192041032756,0.183137873298267,-11.5318605173927,9.11522435725205e-31,4.828836609501e-28,"ENSG00000154035"
1978.17554598894,-3.86556337110878,0.336459766240989,-11.4889319882011,1.4995432664448e-30,7.78502882207481e-28,"ENSG00000131471"
331.006205446104,-3.22165201994638,0.28085904523132,-11.4707077256243,1.85138887875708e-30,9.42320637544635e-28,"ENSG00000124743"
210.475114921174,-2.49870157277077,0.21818711638133,-11.4521041123425,2.29506002546229e-30,1.14567631040289e-27,"ENSG00000129757"
18515.0222106545,-5.02162486190366,0.440006464020409,-11.4126161148186,3.61684870723412e-30,1.77143695740346e-27,"ENSG00000167676"
2481.24257076173,-2.75811792586073,0.242175689353498,-11.3889132853247,4.74875147771578e-30,2.28274242330641e-27,"ENSG00000076706"
602.279167157165,-1.71634997412961,0.150726658754353,-11.387169252699,4.84474068939108e-30,2.28654143300389e-27,"ENSG00000184384"
237.140319857075,-3.66041524178277,0.321608053642349,-11.3816031667335,5.16415686135653e-30,2.39377113941237e-27,"ENSG00000158445"
1746.10281653216,-2.82197771946596,0.248466129418866,-11.3575952024779,6.79905001685755e-30,3.09631123399278e-27,"ENSG00000148053"
174.623737739037,-3.08698887672063,0.272312333745231,-11.3362066060833,8.68271225271387e-30,3.88596283889563e-27,"ENSG00000255471"
