GO_ID,Python_Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,Python_FDR,R_Name,R_Adjusted_P
GO:0030312,external encapsulating structure,CC,e,201,3765,519,20413,7.715533736107956e-28,6.081324340540783e-25,external encapsulating structure,1.66813732387722e-28
GO:0031012,extracellular matrix,CC,e,184,3765,477,20413,2.3387752613567364e-25,1.6527076355511586e-22,extracellular matrix,2.05359414345716e-28
GO:1901342,regulation of vasculature development,BP,e,109,3765,282,20413,1.5793657621113724e-15,4.690716313470777e-13,regulation of vasculature development,2.8351014537223403e-10
GO:0045765,regulation of angiogenesis,BP,e,106,3765,274,20413,2.6748298443285403e-15,7.308705066643302e-13,regulation of angiogenesis,5.116022538829471e-10
GO:0003018,vascular process in circulatory system,BP,e,94,3765,234,20413,6.4576695984501604e-15,1.6542127885129894e-12,vascular process in circulatory system,1.83963743703811e-13
GO:0009897,external side of plasma membrane,CC,e,126,3765,354,20413,1.3796928375724922e-14,3.1415605911525648e-12,external side of plasma membrane,1.31535483334613e-13
GO:0005201,extracellular matrix structural constituent,MF,e,74,3765,170,20413,3.5118726946179916e-14,7.575663908505947e-12,extracellular matrix structural constituent,3.23595284315931e-13
GO:0030198,extracellular matrix organization,BP,e,82,3765,209,20413,1.9539407995158333e-12,3.6073971895926103e-10,extracellular matrix organization,9.08856984368976e-13
GO:0043062,extracellular structure organization,BP,e,82,3765,210,20413,2.352769347088129e-12,4.1515419511900325e-10,extracellular structure organization,9.08856984368976e-13
GO:0045229,external encapsulating structure organization,BP,e,82,3765,211,20413,2.928715599121611e-12,5.04354359435287e-10,external encapsulating structure organization,9.08856984368976e-13
GO:0050678,regulation of epithelial cell proliferation,BP,e,92,3765,253,20413,1.3526259098615286e-11,2.1322586746763315e-09,regulation of epithelial cell proliferation,5.9173076693928e-09
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,BP,e,80,3765,210,20413,1.9074513897277435e-11,2.9613182825523213e-09,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,2.45910788454305e-08
GO:0005125,cytokine activity,MF,e,61,3765,144,20413,2.943913540214427e-11,4.4688607540455e-09,cytokine activity,0.0011995641377028
GO:0019199,transmembrane receptor protein kinase activity,MF,e,38,3765,78,20413,1.1446451243478263e-09,1.404623504985629e-07,transmembrane receptor protein kinase activity,5.958029546856951e-09
GO:0042391,regulation of membrane potential,BP,e,118,3765,380,20413,1.9715853028026934e-09,2.3490521866474187e-07,regulation of membrane potential,1.21625662701662e-07
GO:0042383,sarcolemma,CC,e,47,3765,109,20413,2.454607680239891e-09,2.8744157252089193e-07,sarcolemma,2.8442972752795e-09
GO:0016324,apical plasma membrane,CC,e,118,3765,383,20413,3.4138220747384806e-09,3.9083494847829993e-07,apical plasma membrane,7.49036129851183e-10
GO:0045121,membrane raft,CC,e,95,3765,288,20413,3.4879488357369654e-09,3.971029749486535e-07,membrane raft,4.29379643579081e-10
GO:0098857,membrane microdomain,CC,e,95,3765,290,20413,4.126343094804333e-09,4.595714621838326e-07,membrane microdomain,5.63241767387205e-10
GO:0016323,basolateral plasma membrane,CC,e,85,3765,253,20413,6.762326292661971e-09,7.332293794472051e-07,basolateral plasma membrane,2.02834681766466e-08
GO:0005539,glycosaminoglycan binding,MF,e,61,3765,161,20413,7.8323676001851e-09,8.359828605760065e-07,glycosaminoglycan binding,2.87123923154317e-08
GO:0019838,growth factor binding,MF,e,51,3765,125,20413,8.191900336558375e-09,8.698270134564289e-07,growth factor binding,1.08346297872295e-08
GO:0007156,homophilic cell-cell adhesion,BP,e,62,3765,166,20413,8.256457746916255e-09,8.721628278739939e-07,homophilic cell adhesion via plasma membrane adhesion molecules,1.20100246330143e-08
GO:0004714,transmembrane receptor protein tyrosine kinase activity,MF,e,31,3765,61,20413,1.063654588264521e-08,1.1121159937400423e-06,transmembrane receptor protein tyrosine kinase activity,3.23078764558091e-08
GO:0001570,vasculogenesis,BP,e,24,3765,41,20413,1.2847043476584111e-08,1.3296689998264554e-06,vasculogenesis,7.47398159262776e-06
GO:0001936,regulation of endothelial cell proliferation,BP,e,49,3765,124,20413,3.6733928170696846e-08,3.5342177934370436e-06,regulation of endothelial cell proliferation,1.97918208406122e-05
GO:0007389,pattern specification process,BP,e,68,3765,194,20413,3.7080236802550576e-08,3.5508658541806956e-06,pattern specification process,4.46583471502584e-09
GO:0002040,sprouting angiogenesis,BP,e,20,3765,32,20413,4.5070066941860457e-08,4.256046324101696e-06,sprouting angiogenesis,4.13450272816174e-06
GO:0005178,integrin binding,MF,e,56,3765,150,20413,5.732693797681009e-08,5.315841357279498e-06,integrin binding,6.43645933033102e-08
GO:0070160,tight junction,CC,e,50,3765,129,20413,6.540139697642051e-08,5.983351911775829e-06,tight junction,6.05982204725086e-08
GO:0042562,hormone binding,MF,e,33,3765,72,20413,9.112017863870237e-08,8.118807916708382e-06,hormone binding,1.37223161286234e-05
GO:1901343,negative regulation of vasculature development,BP,e,42,3765,102,20413,9.926162608139165e-08,8.805924256649173e-06,negative regulation of vasculature development,0.0017093794603842
GO:0097305,response to alcohol,BP,e,74,3765,221,20413,1.0358286508587853e-07,9.071468607713284e-06,response to alcohol,3.10249119127134e-06
GO:1904018,positive regulation of vasculature development,BP,e,57,3765,156,20413,1.0970458447619749e-07,9.566706594343469e-06,positive regulation of vasculature development,1.24837014633735e-06
GO:0005923,bicellular tight junction,CC,e,48,3765,123,20413,1.1832750632321673e-07,1.0274938928312204e-05,bicellular tight junction,1.04024767547019e-07
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,e,62,3765,176,20413,1.2732645913759138e-07,1.096345011389353e-05,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,2.4050694921305e-07
GO:0016525,negative regulation of angiogenesis,BP,e,41,3765,99,20413,1.2984582016223708e-07,1.113359996897374e-05,negative regulation of angiogenesis,0.0019114233223524
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP,e,51,3765,135,20413,1.378217203001431e-07,1.176825214212847e-05,adenylate cyclase-activating G protein-coupled receptor signaling pathway,4.60459070454119e-06
GO:0001664,G protein-coupled receptor binding,MF,e,74,3765,224,20413,1.3879861630579592e-07,1.1802489808940564e-05,G protein-coupled receptor binding,0.0002248741801865
GO:0070372,regulation of ERK1 and ERK2 cascade,BP,e,80,3765,248,20413,1.4641661268776545e-07,1.2387185798622503e-05,regulation of ERK1 and ERK2 cascade,2.73302408104325e-06
GO:0045216,cell-cell junction organization,BP,e,54,3765,147,20413,1.550055465303547e-07,1.2912718150595768e-05,cell-cell junction organization,2.03485344064823e-08
GO:0001653,peptide receptor activity,MF,e,38,3765,90,20413,1.5671637360382762e-07,1.3002383175154815e-05,peptide receptor activity,0.0016254670125336
GO:2000181,negative regulation of blood vessel morphogenesis,BP,e,41,3765,100,20413,1.5922938554898926e-07,1.3127172168545196e-05,negative regulation of blood vessel morphogenesis,0.0023865495990937
GO:0006959,humoral immune response,BP,e,63,3765,181,20413,1.946802645836639e-07,1.5707018354775684e-05,humoral immune response,0.0007682720212963
GO:0045766,positive regulation of angiogenesis,BP,e,55,3765,152,20413,2.4815663861694216e-07,1.937353627913287e-05,positive regulation of angiogenesis,2.87699053786273e-06
GO:1905952,regulation of lipid localization,BP,e,50,3765,134,20413,2.5053599200359945e-07,1.944785637927941e-05,regulation of lipid localization,0.0001066664872456
GO:0008544,epidermis development,BP,e,37,3765,88,20413,2.572940761286691e-07,1.9822283842499307e-05,epidermis development,1.5523990155817e-06
GO:0019955,cytokine binding,MF,e,50,3765,135,20413,3.042384004511766e-07,2.3236653797252793e-05,cytokine binding,1.30758903467895e-06
GO:0008528,G protein-coupled peptide receptor activity,MF,e,36,3765,85,20413,3.103140490207162e-07,2.3552836320672357e-05,G protein-coupled peptide receptor activity,0.0025421091556436
GO:0006935,chemotaxis,BP,e,83,3765,264,20413,3.476215932341666e-07,2.5999304051634215e-05,chemotaxis,3.53870102917542e-07
GO:0042330,taxis,BP,e,83,3765,264,20413,3.476215932341666e-07,2.5999304051634215e-05,taxis,2.54510901343019e-07
GO:1905954,positive regulation of lipid localization,BP,e,36,3765,86,20413,4.222709601010551e-07,3.112805318471555e-05,positive regulation of lipid localization,3.21297908539692e-05
GO:0120161,regulation of cold-induced thermogenesis,BP,e,52,3765,144,20413,4.4187366473509545e-07,3.2456333374252014e-05,regulation of cold-induced thermogenesis,4.5427175568764e-07
GO:0070098,chemokine-mediated signaling pathway,BP,e,29,3765,63,20413,4.839074652588625e-07,3.529080315142302e-05,chemokine-mediated signaling pathway,0.0001121552938892
GO:0001216,DNA-binding transcription activator activity,MF,e,112,3765,390,20413,6.274341794208686e-07,4.4185596697154155e-05,DNA-binding transcription activator activity,1.58698378169056e-05
GO:0098739,import across plasma membrane,BP,e,60,3765,176,20413,6.869359992456143e-07,4.821020353609718e-05,import across plasma membrane,4.60459070454119e-06
GO:0043434,response to peptide hormone,BP,e,84,3765,273,20413,8.369594424703852e-07,5.7750201530456576e-05,response to peptide hormone,8.66862280849088e-06
GO:0034764,positive regulation of transmembrane transport,BP,e,52,3765,147,20413,9.901880327179498e-07,6.741502775577723e-05,positive regulation of transmembrane transport,2.23470098490034e-05
GO:0019722,calcium-mediated signaling,BP,e,52,3765,147,20413,9.901880327179498e-07,6.741502775577723e-05,calcium-mediated signaling,3.53870102917542e-07
GO:0046883,regulation of hormone secretion,BP,e,69,3765,213,20413,1.1400329010824632e-06,7.710460145835948e-05,regulation of hormone secretion,3.70203941178446e-06
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,e,108,3765,378,20413,1.2172756092906705e-06,8.09923021467328e-05,"DNA-binding transcription activator activity, RNA polymerase II-specific",5.64439737621842e-05
GO:0019216,regulation of lipid metabolic process,BP,e,85,3765,281,20413,1.2919296658306685e-06,8.56812771581485e-05,regulation of lipid metabolic process,1.67882820519322e-06
GO:0034762,regulation of transmembrane transport,BP,e,95,3765,322,20413,1.40536076123527e-06,9.260468836011055e-05,regulation of transmembrane transport,3.53535756363002e-06
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,e,75,3765,240,20413,1.424120722983517e-06,9.354008325673464e-05,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,3.79366193676962e-06
GO:0050900,leukocyte migration,BP,e,58,3765,172,20413,1.5031835568432545e-06,9.841770169453294e-05,leukocyte migration,1.5523990155817e-06
GO:0050878,regulation of body fluid levels,BP,e,66,3765,203,20413,1.5865623189189648e-06,0.0001025774975912,regulation of body fluid levels,1.34652764427306e-08
GO:0030856,regulation of epithelial cell differentiation,BP,e,44,3765,118,20413,1.8785665953668012e-06,0.0001206307283163,regulation of epithelial cell differentiation,8.75534648997254e-05
GO:0004252,serine-type endopeptidase activity,MF,e,52,3765,149,20413,1.931071954194564e-06,0.0001232817992439,serine-type endopeptidase activity,0.0003280585892224
GO:1903034,regulation of response to wounding,BP,e,50,3765,142,20413,1.9389789293910617e-06,0.0001234021590062,regulation of response to wounding,3.54303710702773e-06
GO:0005604,basement membrane,CC,e,38,3765,98,20413,2.4370938091871945e-06,0.0001522663519258,basement membrane,3.18039448773555e-07
GO:0030858,positive regulation of epithelial cell differentiation,BP,e,25,3765,54,20413,2.5841914443409067e-06,0.0001595115520146,positive regulation of epithelial cell differentiation,0.0004605793365436
GO:0033293,monocarboxylic acid binding,MF,e,30,3765,70,20413,2.625704682702862e-06,0.0001615872854733,monocarboxylic acid binding,0.0011373003227043
GO:1903036,positive regulation of response to wounding,BP,e,28,3765,64,20413,2.6700617613841622e-06,0.0001638250768743,positive regulation of response to wounding,3.61422558867255e-05
GO:0043114,regulation of vascular permeability,BP,e,24,3765,51,20413,2.8496877689079584e-06,0.0001722674084018,regulation of vascular permeability,8.16897073223179e-05
GO:0006641,triglyceride metabolic process,BP,e,24,3765,51,20413,2.8496877689079584e-06,0.0001722674084018,triglyceride metabolic process,0.0025211795615052
GO:0043410,positive regulation of MAPK cascade,BP,e,108,3765,384,20413,2.8645096249325816e-06,0.0001726541051286,positive regulation of MAPK cascade,2.29516272711375e-07
GO:0050679,positive regulation of epithelial cell proliferation,BP,e,51,3765,148,20413,3.239206721580849e-06,0.0001918527842351,positive regulation of epithelial cell proliferation,8.15377831762548e-06
GO:0060326,cell chemotaxis,BP,e,56,3765,168,20413,3.2849920935824447e-06,0.0001940038702414,cell chemotaxis,5.48768836309323e-06
GO:0090303,positive regulation of wound healing,BP,e,26,3765,58,20413,3.468591512811514e-06,0.0002036729108081,positive regulation of wound healing,4.38848270153894e-05
GO:0010565,regulation of ketone metabolic process,BP,e,41,3765,111,20413,3.690531667007857e-06,0.0002136442526892,regulation of ketone metabolic process,0.0003226512530821
GO:0019957,C-C chemokine binding,MF,e,14,3765,22,20413,3.68491671742226e-06,0.0002136442526892,C-C chemokine binding,0.0001413061085462
GO:0044853,plasma membrane raft,CC,e,41,3765,111,20413,3.690531667007857e-06,0.0002136442526892,plasma membrane raft,2.20804923884973e-06
GO:0071674,mononuclear cell migration,BP,e,33,3765,81,20413,3.736138058967884e-06,0.0002156751471617,mononuclear cell migration,0.012545647223324
GO:0035296,regulation of tube diameter,BP,e,40,3765,107,20413,3.879465861085682e-06,0.0002208385941423,regulation of tube diameter,3.80602827695015e-06
GO:0035150,regulation of tube size,BP,e,40,3765,107,20413,3.879465861085682e-06,0.0002208385941423,regulation of tube size,4.38915508967835e-06
GO:0097746,blood vessel diameter maintenance,BP,e,40,3765,107,20413,3.879465861085682e-06,0.0002208385941423,blood vessel diameter maintenance,3.80602827695015e-06
GO:0046888,negative regulation of hormone secretion,BP,e,25,3765,55,20413,3.910516596314076e-06,0.0002219895196904,negative regulation of hormone secretion,5.90887613218488e-05
GO:0031406,carboxylic acid binding,MF,e,61,3765,188,20413,4.190376488643878e-06,0.0002365657999498,carboxylic acid binding,0.0015394164408606
GO:0009925,basal plasma membrane,CC,e,29,3765,68,20413,4.267059150746591e-06,0.0002395749128116,basal plasma membrane,7.637012896945339e-11
GO:0015026,coreceptor activity,MF,e,29,3765,68,20413,4.267059150746591e-06,0.0002395749128116,coreceptor activity,1.58698378169056e-05
GO:0072073,kidney epithelium development,BP,e,24,3765,52,20413,4.369595525171663e-06,0.0002433318508079,kidney epithelium development,1.18237393582837e-05
GO:0046887,positive regulation of hormone secretion,BP,e,45,3765,126,20413,4.368205203673769e-06,0.0002433318508079,positive regulation of hormone secretion,0.0002724361135104
GO:0032370,positive regulation of lipid transport,BP,e,30,3765,72,20413,4.463287235694995e-06,0.0002472057981651,positive regulation of lipid transport,0.0002727223201202
GO:0060249,anatomical structure homeostasis,BP,e,42,3765,115,20413,4.839083338848289e-06,0.0002651533017727,anatomical structure homeostasis,0.0004491527839095
GO:0032368,regulation of lipid transport,BP,e,42,3765,115,20413,4.839083338848289e-06,0.0002651533017727,regulation of lipid transport,0.0023623859357917
GO:0001894,tissue homeostasis,BP,e,42,3765,115,20413,4.839083338848289e-06,0.0002651533017727,tissue homeostasis,0.0004491527839095
GO:0043177,organic acid binding,MF,e,61,3765,190,20413,5.09397838622973e-06,0.0002776353698643,organic acid binding,0.0018720831352379
GO:0061035,regulation of cartilage development,BP,e,22,3765,46,20413,5.2753582417819825e-06,0.0002867583990685,regulation of cartilage development,0.0028529467069271
GO:0008201,heparin binding,MF,e,44,3765,122,20413,5.295179642468558e-06,0.0002870743820452,heparin binding,5.64439737621842e-05
GO:0061041,regulation of wound healing,BP,e,42,3765,116,20413,5.647390918807578e-06,0.0003053614303406,regulation of wound healing,1.50418322762539e-05
GO:0150104,transport across blood-brain barrier,BP,e,34,3765,87,20413,5.687542499309786e-06,0.0003059181323841,transport across blood-brain barrier,4.60459070454119e-06
GO:0010232,vascular transport,BP,e,34,3765,87,20413,5.687542499309786e-06,0.0003059181323841,vascular transport,4.60459070454119e-06
GO:0005179,hormone activity,MF,e,32,3765,79,20413,5.906435931348993e-06,0.0003143475081097,hormone activity,0.0341857193675171
GO:0098637,protein complex involved in cell-matrix adhesion,CC,e,13,3765,20,20413,5.90029228281777e-06,0.0003143475081097,protein complex involved in cell-matrix adhesion,0.0001376859804664
GO:0032355,response to estradiol,BP,e,37,3765,98,20413,5.9209553569682145e-06,0.0003143475081097,response to estradiol,3.53817269656464e-05
GO:0002792,negative regulation of peptide secretion,BP,e,18,3765,34,20413,6.194583693308583e-06,0.0003280248155735,negative regulation of peptide secretion,0.0006364402124974
GO:0050680,negative regulation of epithelial cell proliferation,BP,e,35,3765,90,20413,6.758439600921891e-06,0.0003569605740765,negative regulation of epithelial cell proliferation,0.004527969828783
GO:0003777,microtubule motor activity,MF,e,28,3765,66,20413,6.941635741955446e-06,0.0003648387668754,microtubule motor activity,0.0001060376088274
GO:0070374,positive regulation of ERK1 and ERK2 cascade,BP,e,55,3765,166,20413,7.025583536976074e-06,0.0003672838862838,positive regulation of ERK1 and ERK2 cascade,1.18821347444827e-05
GO:0008236,serine-type peptidase activity,MF,e,55,3765,166,20413,7.025583536976074e-06,0.0003672838862838,serine-type peptidase activity,0.0004909211306722
GO:0007043,cell-cell junction assembly,BP,e,39,3765,106,20413,7.283902439096039e-06,0.0003788553621431,cell-cell junction assembly,8.16674530029662e-07
GO:0007204,positive regulation of cytosolic calcium ion concentration,BP,e,46,3765,132,20413,7.506720087224764e-06,0.0003874942436964,positive regulation of cytosolic calcium ion concentration,0.0002593461061108
GO:0090257,regulation of muscle system process,BP,e,65,3765,208,20413,8.308485848280487e-06,0.0004267313295458,regulation of muscle system process,0.0003075665547568
GO:0003002,regionalization,BP,e,40,3765,109,20413,8.876798388994655e-06,0.0004515482965782,regionalization,2.4050694921305e-07
GO:0043270,positive regulation of monoatomic ion transport,BP,e,50,3765,148,20413,9.026310338394766e-06,0.0004556063491741,positive regulation of monoatomic ion transport,6.69531348804141e-05
GO:0120193,tight junction organization,BP,e,20,3765,41,20413,9.670664277096183e-06,0.0004821920268382,tight junction organization,3.58794450986856e-05
GO:0031253,cell projection membrane,CC,e,100,3765,359,20413,1.0005218851800966e-05,0.0004952583331641,cell projection membrane,2.49191453556018e-06
GO:0032330,regulation of chondrocyte differentiation,BP,e,19,3765,38,20413,1.0225978592529464e-05,0.0005025443148602,regulation of chondrocyte differentiation,0.0013506018504555
GO:0002673,regulation of acute inflammatory response,BP,e,19,3765,38,20413,1.0225978592529464e-05,0.0005025443148602,regulation of acute inflammatory response,0.0021641900549105
GO:0017171,serine hydrolase activity,MF,e,56,3765,172,20413,1.0360199702978444e-05,0.0005067101969287,serine hydrolase activity,0.0005350046032192
GO:0071375,cellular response to peptide hormone stimulus,BP,e,56,3765,172,20413,1.0360199702978444e-05,0.0005067101969287,cellular response to peptide hormone stimulus,8.75646613868282e-05
GO:0090278,negative regulation of peptide hormone secretion,BP,e,17,3765,32,20413,1.0567295922547016e-05,0.0005143838369139,negative regulation of peptide hormone secretion,0.0004846349961162
GO:0055074,calcium ion homeostasis,BP,e,58,3765,180,20413,1.054526459031666e-05,0.0005143838369139,calcium ion homeostasis,2.05038553353217e-05
GO:0001666,response to hypoxia,BP,e,72,3765,239,20413,1.067727956433528e-05,0.0005160601181884,response to hypoxia,1.33246228058e-06
GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP,e,31,3765,78,20413,1.1313774786765176e-05,0.0005417130530494,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,0.0021641900549105
GO:0051047,positive regulation of secretion,BP,e,79,3765,269,20413,1.1468297695475272e-05,0.0005478317591453,positive regulation of secretion,6.01532478239624e-05
GO:0008217,regulation of blood pressure,BP,e,43,3765,123,20413,1.1698531966211306e-05,0.0005562366950894,regulation of blood pressure,1.05730760892255e-06
GO:0010001,glial cell differentiation,BP,e,22,3765,48,20413,1.250282130946373e-05,0.0005920331282398,glial cell differentiation,4.37711345975926e-05
GO:0005901,caveola,CC,e,30,3765,74,20413,1.2714648125370468e-05,0.0005995778452136,caveola,1.1258287410637e-06
GO:0030021,extracellular matrix structural constituent conferring compression resistance,MF,e,11,3765,16,20413,1.444302492169741e-05,0.0006742161952627,extracellular matrix structural constituent conferring compression resistance,0.0037738882155373
GO:0098636,protein complex involved in cell adhesion,CC,e,26,3765,61,20413,1.4612654009435395e-05,0.0006805843604894,protein complex involved in cell adhesion,3.2268273075301e-05
GO:1904062,regulation of monoatomic cation transmembrane transport,BP,e,67,3765,220,20413,1.5122296057869108e-05,0.0007027238392605,regulation of monoatomic cation transmembrane transport,0.0003561909842168
GO:0005126,cytokine receptor binding,MF,e,63,3765,203,20413,1.5193177618654182e-05,0.0007028302233387,cytokine receptor binding,0.0145966331331002
GO:0007599,hemostasis,BP,e,28,3765,69,20413,1.6056486575297367e-05,0.0007410936472692,hemostasis,1.2622987817798e-06
GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,BP,e,46,3765,135,20413,1.6330562687690243e-05,0.0007520499351883,cell surface receptor protein serine/threonine kinase signaling pathway,1.58228577160413e-05
GO:0046622,positive regulation of organ growth,BP,e,15,3765,27,20413,1.7268274560349907e-05,0.0007846535489251,positive regulation of organ growth,0.0063494413966183
GO:0044060,regulation of endocrine process,BP,e,18,3765,36,20413,1.747786577922767e-05,0.0007924201402958,regulation of endocrine process,0.0007968653266106
GO:0034767,positive regulation of monoatomic ion transmembrane transport,BP,e,37,3765,102,20413,1.759327060928925e-05,0.00079589159955,positive regulation of monoatomic ion transmembrane transport,0.0003544745841664
GO:0043269,regulation of monoatomic ion transport,BP,e,91,3765,324,20413,1.8226952366220352e-05,0.0008209339227273,regulation of monoatomic ion transport,3.52886436539676e-05
GO:0001667,ameboidal-type cell migration,BP,e,26,3765,62,20413,1.8414466345203763e-05,0.0008237820902065,ameboidal-type cell migration,6.01532478239624e-05
GO:0097060,synaptic membrane,CC,e,108,3765,398,20413,1.982401628677893e-05,0.000883159925576,synaptic membrane,3.18933481097285e-06
GO:0031589,cell-substrate adhesion,BP,e,46,3765,137,20413,2.0534613290169588e-05,0.0009108567752282,cell-substrate adhesion,2.26889767244803e-08
GO:1904064,positive regulation of cation transmembrane transport,BP,e,36,3765,99,20413,2.2389061566111792e-05,0.0009888341350739,positive regulation of cation transmembrane transport,0.0011181240658757
GO:0010959,regulation of metal ion transport,BP,e,80,3765,278,20413,2.295921813066278e-05,0.0010096636419563,regulation of metal ion transport,0.0003661946812241
GO:0016339,calcium-dependent cell-cell adhesion,BP,e,20,3765,43,20413,2.361374021430399e-05,0.001036223507948,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,7.36599581293567e-05
GO:0051048,negative regulation of secretion,BP,e,45,3765,133,20413,2.391860077801973e-05,0.0010473587302221,negative regulation of secretion,0.0012524732109397
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,BP,e,43,3765,126,20413,2.4910156597333073e-05,0.0010861358279769,transforming growth factor beta receptor superfamily signaling pathway,4.88790325657556e-05
GO:0034765,regulation of monoatomic ion transmembrane transport,BP,e,69,3765,232,20413,2.5945502192143437e-05,0.0011193708977338,regulation of monoatomic ion transmembrane transport,7.57546801035787e-05
GO:0071805,potassium ion transmembrane transport,BP,e,49,3765,149,20413,2.661861482586799e-05,0.0011412035013106,potassium ion transmembrane transport,3.49710629537682e-05
GO:1903532,positive regulation of secretion by cell,BP,e,74,3765,253,20413,2.7215465768897463e-05,0.0011619302916708,positive regulation of secretion by cell,9.54108413456309e-05
GO:0062013,positive regulation of small molecule metabolic process,BP,e,47,3765,142,20413,2.8010143740683975e-05,0.0011908960076303,positive regulation of small molecule metabolic process,0.0001510107187709
GO:2000146,negative regulation of cell motility,BP,e,81,3765,284,20413,2.840079360424499e-05,0.0012050051000658,negative regulation of cell motility,0.001496648928444
GO:0060421,positive regulation of heart growth,BP,e,14,3765,25,20413,2.9356859087057445e-05,0.0012378808915042,positive regulation of heart growth,0.0028529467069271
GO:0008009,chemokine activity,MF,e,17,3765,34,20413,2.991036210089455e-05,0.0012560513330607,chemokine activity,0.0140648374222215
GO:0045923,positive regulation of fatty acid metabolic process,BP,e,17,3765,34,20413,2.991036210089455e-05,0.0012560513330607,positive regulation of fatty acid metabolic process,0.0009959163422484
GO:0019956,chemokine binding,MF,e,16,3765,31,20413,3.091344048354945e-05,0.0012928757874068,chemokine binding,0.0004437562540691
GO:0036293,response to decreased oxygen levels,BP,e,72,3765,246,20413,3.11091568821225e-05,0.0012957722601327,response to decreased oxygen levels,2.01312895985121e-06
GO:0007596,blood coagulation,BP,e,26,3765,64,20413,3.190369443133499e-05,0.0013234866598812,blood coagulation,3.48942307730918e-06
GO:0050817,coagulation,BP,e,26,3765,64,20413,3.190369443133499e-05,0.0013234866598812,coagulation,5.78253688775259e-06
GO:0007162,negative regulation of cell adhesion,BP,e,75,3765,258,20413,3.2463395092828385e-05,0.001343984556843,negative regulation of cell adhesion,3.58794450986856e-05
GO:0045834,positive regulation of lipid metabolic process,BP,e,42,3765,123,20413,3.259116450209329e-05,0.0013465538994786,positive regulation of lipid metabolic process,0.0001854237706474
GO:0001938,positive regulation of endothelial cell proliferation,BP,e,31,3765,81,20413,3.424941923014258e-05,0.0014122200166666,positive regulation of endothelial cell proliferation,0.0001057360282692
GO:0120162,positive regulation of cold-induced thermogenesis,BP,e,35,3765,97,20413,3.462668760245592e-05,0.0014249090542914,positive regulation of cold-induced thermogenesis,0.0001157106350597
GO:0050920,regulation of chemotaxis,BP,e,55,3765,176,20413,3.538906152587511e-05,0.0014533628013021,regulation of chemotaxis,4.01843306893255e-05
GO:0008016,regulation of heart contraction,BP,e,53,3765,168,20413,3.607652912563496e-05,0.0014735693973571,regulation of heart contraction,4.89326876980106e-05
GO:0006639,acylglycerol metabolic process,BP,e,29,3765,75,20413,3.616871160252936e-05,0.0014735693973571,acylglycerol metabolic process,0.0064102940271455
GO:0006638,neutral lipid metabolic process,BP,e,29,3765,75,20413,3.616871160252936e-05,0.0014735693973571,neutral lipid metabolic process,0.0041140798308814
GO:1903522,regulation of blood circulation,BP,e,64,3765,213,20413,3.727795684415948e-05,0.0015127468705096,regulation of blood circulation,5.01648351258914e-05
GO:0051480,regulation of cytosolic calcium ion concentration,BP,e,24,3765,57,20413,3.844184736396026e-05,0.0015507653110819,regulation of cytosolic calcium ion concentration,0.0003146591090231
GO:0048545,response to steroid hormone,BP,e,54,3765,171,20413,3.902025671228528e-05,0.0015679257270683,response to steroid hormone,0.0004663335764281
GO:0005216,monoatomic ion channel activity,MF,e,105,3765,391,20413,4.057248187209507e-05,0.0016176106439782,monoatomic ion channel activity,9.42127580495664e-05
GO:0007411,axon guidance,BP,e,52,3765,164,20413,4.217564194938762e-05,0.0016750105241643,axon guidance,3.48942307730918e-06
GO:1903531,negative regulation of secretion by cell,BP,e,41,3765,120,20413,4.322453338014235e-05,0.0017100393099599,negative regulation of secretion by cell,0.001507808806247
GO:0120192,tight junction assembly,BP,e,18,3765,38,20413,4.434034945645807e-05,0.0017474361180984,tight junction assembly,0.0002341473329869
GO:0097485,neuron projection guidance,BP,e,52,3765,165,20413,4.6303408735366415e-05,0.0018143322279423,neuron projection guidance,3.79611193626191e-06
GO:0001508,action potential,BP,e,31,3765,83,20413,4.70712564903107e-05,0.0018373928747732,action potential,6.29024491209245e-06
GO:0040013,negative regulation of locomotion,BP,e,82,3765,291,20413,4.82351997227313e-05,0.0018764334320181,negative regulation of locomotion,0.0011390635128108
GO:0060562,epithelial tube morphogenesis,BP,e,27,3765,68,20413,4.959243554088083e-05,0.0019175429840363,epithelial tube morphogenesis,7.82131655248811e-08
GO:0046460,neutral lipid biosynthetic process,BP,e,13,3765,23,20413,4.992100126143869e-05,0.0019229907497192,neutral lipid biosynthetic process,0.0034834576847733
